Month	Ward number 	Ward Name	Number of Connectionss	Consumption in ML
01-09-2025	115	Vannarpet	5171	108.79
01-09-2025	116	Neelasandra	2646	63.31
01-09-2025	117	Shanthinagar	6215	246.08
01-09-2025	118	Sudamnagar	5143	97.94
01-09-2025	119	Dharmarayaswamy Temple Ward	4981	99.63
01-09-2025	120	Cottonpet	3075	63.8
01-09-2025	121	Binnypet	4574	102.86
01-09-2025	122	Kempapura Agrahara	3924	86.29
01-09-2025	123	Vijaynagar	3626	87.94
01-09-2025	124	Hosahalli	4511	111.97
01-09-2025	125	Marenahalli	3416	87.45
01-09-2025	126	Maruthi Mandira Ward	4024	97.18
01-09-2025	127	Moodalapalya	5868	126.05
01-09-2025	128	Nagarabhavi	10873	256.6
01-09-2025	129	Jnanabharathi ward	13875	343.03
01-09-2025	130	Ullalu	9172	197.49
01-09-2025	131	Nayandanahalli	4372	115.1
01-09-2025	132	Attiguppe	5487	156.65
01-09-2025	133	Hampinagar	3033	77.25
01-09-2025	134	Bapujinagar	4474	127.27
01-09-2025	135	Padarayanapura	2031	70.72
01-09-2025	136	Jagareevanram Nagar	4825	127.19
01-09-2025	137	Rayapuram	3456	78.64
01-09-2025	138	Chalavadipalya	2391	55.3
01-09-2025	139	K.R. Market	2928	55.12
01-09-2025	140	Chamrajpet	4779	164.93
01-09-2025	141	Azadnagar	4029	107.64
01-09-2025	142	Sunkenahalli	2896	64.51
01-09-2025	143	Vishweshrapuram	4738	114.14
01-09-2025	144	Siddapura	4485	118.62
01-09-2025	145	Hombegowdanagar	6550	201.83
01-09-2025	146	Lakkasandra	2834	96.8
01-09-2025	147	Adugodi	3421	107.64
01-09-2025	148	Ejipura	4788	140.16
01-09-2025	149	Varthur	3318	146.47
01-09-2025	150	Bellandur	5430	366.61
01-09-2025	151	Koramangala	7165	308.54
01-09-2025	152	Sudduguntepalya	4078	150.96
01-09-2025	153	Jayanagar	341	8.48
01-09-2025	153	Jayangar	3651	160.81
01-09-2025	154	Basavanagudi	5801	137.66
01-09-2025	155	Hanumanthanagar	4143	86.09
01-09-2025	156	Srinagar	5682	137.67
01-09-2025	157	Gali Anjaneya swamy Temple Ward	5397	130.22
01-09-2025	158	Deepanjali Nagar	2940	71.42
01-09-2025	159	Kengeri	14536	285.51
01-09-2025	160	Rajarajeshwarinagar	16579	472.05
01-09-2025	161	Hosakerehalli	7376	166.41
01-09-2025	162	Girinagar	7744	172.75
01-09-2025	163	Katriguppe	6535	144.38
01-09-2025	164	Vidyapeetha Ward	4758	103.06
01-09-2025	165	Ganeshmandira Ward	4517	112.1
01-09-2025	166	Karisandra	4641	118.55
01-09-2025	167	Yadiyuru	4412	104.5
01-09-2025	168	Pattabhiramnagar	4306	138.14
01-09-2025	169	Byrasandra	3843	113.36
01-09-2025	170	Jayanagar East	3889	102.04
01-09-2025	171	Gurappanapalya	4065	171.88
01-09-2025	172	Madiwala	5582	171.32
01-09-2025	173	Jakkasandra	2857	140.99
01-09-2025	174	HSR Layout	14165	601.54
01-09-2025	175	Bommanahalli	6563	289.2
01-09-2025	176	BTM Layout	7561	255.74
01-09-2025	177	J.P.Nagar	5628	170.82
01-09-2025	178	Sarakki	5622	177.68
01-09-2025	179	Shakambarinagar	3777	112
01-09-2025	180	Banashankari Temple Ward	5186	118.92
01-09-2025	181	Kumaraswamy Layout	8407	245.23
01-09-2025	182	Padmanabhanagar	6045	173.6
01-09-2025	183	Chikkallasandra	5185	136.61
01-09-2025	184	Uttarahalli	9385	300.18
01-09-2025	185	Yelachenahalli	6872	183.37
01-09-2025	186	Jaraganahalli	3056	88.07
01-09-2025	187	Puttenahalli	4659	153.79
01-09-2025	188	Bilekahalli	4406	251.06
01-09-2025	189	Hongasandra	8382	356.78
01-09-2025	190	Mangammanapalya	3293	96.58
01-09-2025	191	Singasandra	4133	161.38
01-09-2025	191	Singsandra	1074	45.49
01-09-2025	192	Begur	7036	317.07
01-09-2025	193	Arakere	10052	362.33
01-09-2025	194	Gottigere	4135	99.03
01-09-2025	195	Konanakunte	10224	290.48
01-09-2025	196	Anjanapura	8937	303.81
01-09-2025	197	Vasanthapura	4269	136.72
01-09-2025	198	Hemmigepura	4926	111.74
01-10-2025	1	Kempegowda Ward	4316	105.94
01-10-2025	2	Chowdeshwari Ward	465	17.36
01-10-2025	3	Attur	6495	170.31
01-10-2025	4	Yelahanka Satellite town	7775	373.94
01-10-2025	5	Jakkur	3939	109.87
01-10-2025	6	Thanisandra	4230	64.86
01-10-2025	7	Byatarayanapura	9736	283.04
01-10-2025	8	Kodigehalli	5419	132.14
01-10-2025	9	Vidyaranyapura	12970	394.26
01-10-2025	10	Doddabommasandra	1866	27.95
01-10-2025	11	Kuvempunagar	4548	60.96
01-10-2025	12	Shettyhalli	9208	140.35
01-10-2025	13	Mallasandra	4532	72.66
01-10-2025	14	Bagalagunte	8795	226.05
01-10-2025	14	sidedahalli	1603	40.39
01-10-2025	15	T. Dasarahalli	4588	145.33
01-10-2025	16	Jalahalli	3111	93.47
01-10-2025	17	J.P.Park	5740	124.53
01-10-2025	18	Radhakrishna Temple Ward	5517	97.15
01-10-2025	19	Sanjaynagar	5823	84.25
01-10-2025	20	Ganganagar	3338	68.37
01-10-2025	21	Hebbal	7477	162.44
01-10-2025	22	VishwanathNagenahalli	3287	77.88
01-10-2025	23	Nagavara	9172	193.21
01-10-2025	24	HBR Layout	8188	247.77
01-10-2025	25	Horamavu	12789	104.67
01-10-2025	26	Ramamurthynagar	9532	251.91
01-10-2025	27	Banasawadi	9650	281.04
01-10-2025	28	Kammanahalli	6633	178.29
01-10-2025	29	Kacharakanahalli	4885	135.35
01-10-2025	30	Kadugondanahalli	5128	132.47
01-10-2025	31	Kushalnagar	3144	55.29
01-10-2025	32	Kavalbyrasandra	5585	113.52
01-10-2025	33	Manorayanapalya	2690	62.38
01-10-2025	34	Gangenahalli	2323	47.03
01-10-2025	35	Aramane Nagar	2968	79.67
01-10-2025	36	Mathikere	4147	90.72
01-10-2025	37	Yeshwanthpur	3218	62.63
01-10-2025	38	H.M.T	3671	135.48
01-10-2025	39	Chokkasandra	5858	132.78
01-10-2025	40	Doddabidirakalu	1	0
01-10-2025	41	Peenya Industrial Area	8885	210.44
01-10-2025	42	Lakshmidevinagar	5146	104.97
01-10-2025	43	Nandini Layout	6458	152.47
01-10-2025	44	Marappanahalli	4443	120.84
01-10-2025	45	Malleshwaram	3656	110.46
01-10-2025	46	Jayachamarajendra Nagar	5328	173.71
01-10-2025	47	Devarajeevanahalli	3752	79.19
01-10-2025	48	Muneshwaranagar	2194	35.9
01-10-2025	49	Lingarajapura	5745	95.45
01-10-2025	50	Benniganahalli	5859	349.05
01-10-2025	51	Vijinapura	6299	128.08
01-10-2025	52	K.R.Puram	8913	173.69
01-10-2025	53	Basavanapura	8474	204.23
01-10-2025	54	Hoodi	5222	305.59
01-10-2025	55	Devasandra	3305	80.55
01-10-2025	56	A. Narayanapura	8427	220.61
01-10-2025	57	C.V. Ramannagar	3277	74.38
01-10-2025	58	Hosathippasandra	6024	146.83
01-10-2025	59	Maruthiseva Nagar	5583	153.86
01-10-2025	60	Sagayapuram	4264	92.31
01-10-2025	61	S.K. Garden	2872	78.35
01-10-2025	62	Ramaswamy palya	3125	77.23
01-10-2025	63	Jayamahal	3078	123.13
01-10-2025	64	Rajamahal	3694	91.82
01-10-2025	65	Kadumalleshwara	5605	157.28
01-10-2025	66	Subramanyanagar	4286	124.54
01-10-2025	67	Nagapura	5798	171.57
01-10-2025	68	Mahalakshmipuram	5099	127.85
01-10-2025	69	Laggere	10215	245.23
01-10-2025	70	Rajagopalanagar	8318	195.03
01-10-2025	71	Hegganahalli	8672	237.19
01-10-2025	72	herohalli	11165	214.73
01-10-2025	73	Kottigepalya	8482	204.53
01-10-2025	74	Shakthiganapathi nagar	6108	159.3
01-10-2025	75	Shankaramata	5213	143.88
01-10-2025	76	Gayathrinagar	4379	113.7
01-10-2025	77	Dattathreya Temple	4482	116.48
01-10-2025	78	Pulikeshinagar	3573	117.48
01-10-2025	79	Sarvagnanagar	3436	76.87
01-10-2025	80	Hoysalanagar	5460	148.51
01-10-2025	81	Vignananagar	7103	197.95
01-10-2025	82	Garudacharpalya	4357	174.58
01-10-2025	83	Kadugodi	1054	45.43
01-10-2025	84	Hagadooru	2014	105.84
01-10-2025	85	Doddanekkundi	5674	311.86
01-10-2025	85	Varthur	1958	76.14
01-10-2025	86	Marathalli	4715	159.4
01-10-2025	87	HAL Airport	4372	92.63
01-10-2025	88	Jeevanbhimanagar	5999	143.4
01-10-2025	89	Jogupalya	4065	128.08
01-10-2025	90	Ulsoor	5615	307.55
01-10-2025	91	Bharathinagar	2246	103.66
01-10-2025	92	Shivajinagar	5149	213.08
01-10-2025	93	Vasanthnagar	3736	249.69
01-10-2025	94	Gandhinagar	4778	353.99
01-10-2025	95	Subhashnagar	3091	60.82
01-10-2025	96	Okalipuram	3419	144.34
01-10-2025	97	Dayanandanagar	3500	85.4
01-10-2025	98	Prakashnagar	3075	79.81
01-10-2025	99	Rajajinagar	3938	115.02
01-10-2025	100	Basaveshwaranagar	5772	169.71
01-10-2025	101	Kamakshipalya	3685	92.55
01-10-2025	102	Vrushabhavathi Nagar	4175	96.29
01-10-2025	103	Kaveripura	5038	106.78
01-10-2025	104	Govindrajnagara	2906	68.36
01-10-2025	105	Agrahara Dasarahalli	3213	93.22
01-10-2025	106	Dr. Rajkumar Ward	2472	80.42
01-10-2025	107	Shivanagar	2454	86.86
01-10-2025	108	Srirammandira ward	4679	117.28
01-10-2025	109	Chikpet	5613	112.21
01-10-2025	110	Sampangiramnagar	3015	128.58
01-10-2025	111	Shanthala Nagar	3777	228.57
01-10-2025	112	Dommalur	4776	198.01
01-10-2025	113	Konena Agrahara	3940	120.95
01-10-2025	114	Agaram	2927	147.79
01-10-2025	115	Vannarpet	5171	108.4
01-10-2025	116	Neelasandra	2648	62.94
01-10-2025	117	Shanthinagar	6215	247.87
01-10-2025	118	Sudamnagar	5143	99.45
01-10-2025	119	Dharmarayaswamy Temple Ward	4983	99.9
01-10-2025	120	Cottonpet	3075	63.41
01-10-2025	121	Binnypet	4574	97.31
01-10-2025	122	Kempapura Agrahara	3927	84.03
01-10-2025	123	Vijaynagar	3629	87.94
01-10-2025	124	Hosahalli	4511	109.22
01-10-2025	125	Marenahalli	3421	91.17
01-10-2025	126	Maruthi Mandira Ward	4024	101.59
01-10-2025	127	Moodalapalya	5873	132.96
01-10-2025	128	Nagarabhavi	10885	263.7
01-10-2025	129	Jnanabharathi ward	13893	347.06
01-10-2025	130	Ullalu	9249	195.79
01-10-2025	131	Nayandanahalli	4381	118.56
01-10-2025	132	Attiguppe	5489	164.24
01-10-2025	133	Hampinagar	3033	79.24
01-10-2025	134	Bapujinagar	4476	122.03
01-10-2025	135	Padarayanapura	2031	70.16
01-10-2025	136	Jagareevanram Nagar	4825	128.92
01-10-2025	137	Rayapuram	3456	78.6
01-10-2025	138	Chalavadipalya	2391	54.69
01-10-2025	139	K.R. Market	2928	53.91
01-10-2025	140	Chamrajpet	4775	168.55
01-10-2025	141	Azadnagar	4026	107.11
01-10-2025	142	Sunkenahalli	2895	67.79
01-10-2025	143	Vishweshrapuram	4740	116.29
01-10-2025	144	Siddapura	4486	123.38
01-10-2025	145	Hombegowdanagar	6551	200.9
01-10-2025	146	Lakkasandra	2835	98.01
01-10-2025	147	Adugodi	3423	106.07
01-10-2025	148	Ejipura	4793	138.93
01-10-2025	149	Varthur	3304	149.21
01-10-2025	150	Bellandur	5549	383.56
01-10-2025	151	Koramangala	7169	296.7
01-10-2025	152	Sudduguntepalya	4081	146.26
01-10-2025	153	Jayanagar	342	8.61
01-10-2025	153	Jayangar	3651	155.41
01-10-2025	154	Basavanagudi	5804	137.39
01-10-2025	155	Hanumanthanagar	4143	88.69
01-10-2025	156	Srinagar	5683	142.21
01-10-2025	157	Gali Anjaneya swamy Temple Ward	5397	134.76
01-10-2025	158	Deepanjali Nagar	2940	75.04
01-10-2025	159	Kengeri	14566	291.13
01-10-2025	160	Rajarajeshwarinagar	16667	454.7
01-10-2025	161	Hosakerehalli	7376	173.33
01-10-2025	162	Girinagar	7746	180.96
01-10-2025	163	Katriguppe	6535	136.25
01-10-2025	164	Vidyapeetha Ward	4758	103.42
01-10-2025	165	Ganeshmandira Ward	4518	114.3
01-10-2025	166	Karisandra	4643	114.71
01-10-2025	167	Yadiyuru	4412	104.9
01-10-2025	168	Pattabhiramnagar	4306	143.73
01-10-2025	169	Byrasandra	3843	117.72
01-10-2025	170	Jayanagar East	3889	104.36
01-10-2025	171	Gurappanapalya	4065	174.98
01-10-2025	172	Madiwala	5594	167.38
01-10-2025	173	Jakkasandra	2857	123.25
01-10-2025	174	HSR Layout	14178	575.28
01-10-2025	175	Bommanahalli	6591	278.25
01-10-2025	176	BTM Layout	7566	250.84
01-10-2025	177	J.P.Nagar	5628	172.99
01-10-2025	178	Sarakki	5622	170.79
01-10-2025	179	Shakambarinagar	3777	110.32
01-10-2025	180	Banashankari Temple Ward	5187	117.42
01-10-2025	181	Kumaraswamy Layout	8408	252.4
01-10-2025	182	Padmanabhanagar	6043	172.77
01-10-2025	183	Chikkallasandra	5186	133.09
01-10-2025	184	Uttarahalli	9429	301.99
01-10-2025	185	Yelachenahalli	6922	180.12
01-10-2025	186	Jaraganahalli	3057	79.6
01-10-2025	187	Puttenahalli	4661	148.62
01-10-2025	188	Bilekahalli	4406	243.67
01-10-2025	189	Hongasandra	8396	338.09
01-10-2025	190	Mangammanapalya	3300	94.13
01-10-2025	191	Singasandra	4255	153.21
01-10-2025	191	Singsandra	1089	42.01
01-10-2025	192	Begur	7130	323.23
01-10-2025	193	Arakere	10056	354.34
01-10-2025	194	Gottigere	4251	99.45
01-10-2025	195	Konanakunte	10229	283.17
01-10-2025	196	Anjanapura	9296	319.58
01-10-2025	197	Vasanthapura	4268	137.59
01-10-2025	198	Hemmigepura	5213	116.26
01-11-2025	1	Kempegowda Ward	4343	109.83
01-11-2025	2	Chowdeshwari Ward	466	62.34
01-11-2025	3	Attur	6510	175.54
01-11-2025	4	Yelahanka Satellite town	7786	390.07
01-11-2025	5	Jakkur	3952	103.18
01-11-2025	6	Thanisandra	4276	73.42
01-11-2025	7	Byatarayanapura	9734	288.39
01-11-2025	8	Kodigehalli	5425	128.74
01-11-2025	9	Vidyaranyapura	12945	367.94
01-11-2025	10	Doddabommasandra	1908	29.16
01-11-2025	11	Kuvempunagar	4578	64.38
01-11-2025	12	Shettyhalli	9476	141.98
01-11-2025	13	Mallasandra	4538	64.13
01-11-2025	14	Bagalagunte	8808	214.97
01-11-2025	14	sidedahalli	1611	47.53
01-11-2025	15	T. Dasarahalli	4591	137.09
01-11-2025	16	Jalahalli	3112	87.82
01-11-2025	17	J.P.Park	5743	127.76
01-11-2025	18	Radhakrishna Temple Ward	5517	94.2
01-11-2025	19	Sanjaynagar	5830	86.5
01-11-2025	20	Ganganagar	3342	68.48
01-11-2025	21	Hebbal	7487	159.35
01-11-2025	22	VishwanathNagenahalli	3288	77.11
01-11-2025	23	Nagavara	9160	186.34
01-11-2025	24	HBR Layout	8194	244.34
01-11-2025	25	Horamavu	12820	97.26
01-11-2025	26	Ramamurthynagar	9536	248.54
01-11-2025	27	Banasawadi	9676	276.53
01-11-2025	28	Kammanahalli	6636	177.04
01-11-2025	29	Kacharakanahalli	4888	128.1
01-11-2025	30	Kadugondanahalli	5150	130.99
01-11-2025	31	Kushalnagar	3145	55.09
01-11-2025	32	Kavalbyrasandra	5586	104.36
01-11-2025	33	Manorayanapalya	2705	61.39
01-11-2025	34	Gangenahalli	2324	48.9
01-11-2025	35	Aramane Nagar	2971	77.79
01-11-2025	36	Mathikere	4150	88.77
01-11-2025	37	Yeshwanthpur	3219	58.84
01-11-2025	38	H.M.T	3677	130.96
01-11-2025	39	Chokkasandra	5823	129.67
01-11-2025	40	Doddabidirakalu	1	0
01-11-2025	41	Peenya Industrial Area	9261	215.29
01-11-2025	42	Lakshmidevinagar	5148	101.78
01-11-2025	43	Nandini Layout	6462	137.02
01-11-2025	44	Marappanahalli	4444	115.24
01-11-2025	45	Malleshwaram	3656	107.7
01-11-2025	46	Jayachamarajendra Nagar	5332	178.46
01-11-2025	47	Devarajeevanahalli	3763	79.58
01-11-2025	48	Muneshwaranagar	2196	36.22
01-11-2025	49	Lingarajapura	5749	97.35
01-11-2025	50	Benniganahalli	5860	388.55
01-11-2025	51	Vijinapura	6311	120.74
01-11-2025	52	K.R.Puram	8903	170.18
01-11-2025	53	Basavanapura	8474	209.18
01-11-2025	54	Hoodi	5274	335.12
01-11-2025	55	Devasandra	3313	84.34
01-11-2025	56	A. Narayanapura	8429	225.08
01-11-2025	57	C.V. Ramannagar	3283	83.83
01-11-2025	58	Hosathippasandra	6023	150.16
01-11-2025	59	Maruthiseva Nagar	5585	157.83
01-11-2025	60	Sagayapuram	4269	94.35
01-11-2025	61	S.K. Garden	2882	79.3
01-11-2025	62	Ramaswamy palya	3128	74.85
01-11-2025	63	Jayamahal	3080	119.99
01-11-2025	64	Rajamahal	3698	89.71
01-11-2025	65	Kadumalleshwara	5613	157.98
01-11-2025	66	Subramanyanagar	4287	112.37
01-11-2025	67	Nagapura	5804	173.28
01-11-2025	68	Mahalakshmipuram	5105	115.73
01-11-2025	69	Laggere	10202	236.24
01-11-2025	70	Rajagopalanagar	8339	198.3
01-11-2025	71	Hegganahalli	8658	236.29
01-11-2025	72	herohalli	11257	225.26
01-11-2025	73	Kottigepalya	8499	197.78
01-11-2025	74	Shakthiganapathi nagar	6108	149.28
01-11-2025	75	Shankaramata	5215	142.96
01-11-2025	76	Gayathrinagar	4379	108.83
01-11-2025	77	Dattathreya Temple	4480	113.62
01-11-2025	78	Pulikeshinagar	3597	120.07
01-11-2025	79	Sarvagnanagar	3435	76.67
01-11-2025	80	Hoysalanagar	5457	156.02
01-11-2025	81	Vignananagar	7125	197.34
01-11-2025	82	Garudacharpalya	4375	192.64
01-11-2025	83	Kadugodi	1059	50.9
01-11-2025	84	Hagadooru	2021	107.04
01-11-2025	85	Doddanekkundi	5721	322.1
01-11-2025	85	Varthur	1998	71.1
01-11-2025	86	Marathalli	4726	177.27
01-11-2025	87	HAL Airport	4373	92.57
01-11-2025	88	Jeevanbhimanagar	5997	142.96
01-11-2025	89	Jogupalya	4068	126.72
01-11-2025	90	Ulsoor	5615	312.77
01-11-2025	91	Bharathinagar	2247	107.74
01-11-2025	92	Shivajinagar	5159	207.9
01-11-2025	93	Vasanthnagar	3738	263.32
01-11-2025	94	Gandhinagar	4783	361.16
01-11-2025	95	Subhashnagar	3090	60.72
01-11-2025	96	Okalipuram	3420	143.91
01-11-2025	97	Dayanandanagar	3500	82.75
01-11-2025	98	Prakashnagar	3076	77.04
01-11-2025	99	Rajajinagar	3945	113.88
01-11-2025	100	Basaveshwaranagar	5771	168.34
01-11-2025	101	Kamakshipalya	3685	91.91
01-11-2025	102	Vrushabhavathi Nagar	4175	92.53
01-11-2025	103	Kaveripura	5039	98.89
01-11-2025	104	Govindrajnagara	2913	66.2
01-11-2025	105	Agrahara Dasarahalli	3214	95.53
01-11-2025	106	Dr. Rajkumar Ward	2471	81.91
01-11-2025	107	Shivanagar	2454	90.7
01-11-2025	108	Srirammandira ward	4679	119.32
01-11-2025	109	Chikpet	5616	110.41
01-11-2025	110	Sampangiramnagar	3019	129.74
01-11-2025	111	Shanthala Nagar	3776	217.22
01-11-2025	112	Dommalur	4786	197.16
01-11-2025	113	Konena Agrahara	3942	122.7
01-11-2025	114	Agaram	2926	142.84
01-11-2025	115	Vannarpet	5167	102.3
01-11-2025	116	Neelasandra	2650	61.08
01-11-2025	117	Shanthinagar	6212	241.49
01-11-2025	118	Sudamnagar	5145	96.38
01-11-2025	119	Dharmarayaswamy Temple Ward	4988	97.89
01-11-2025	120	Cottonpet	3077	62.52
01-11-2025	121	Binnypet	4577	102.56
01-11-2025	122	Kempapura Agrahara	3933	86.78
01-11-2025	123	Vijaynagar	3635	83.83
01-11-2025	124	Hosahalli	4516	108.08
01-11-2025	125	Marenahalli	3420	87.89
01-11-2025	126	Maruthi Mandira Ward	4023	93.95
01-11-2025	127	Moodalapalya	5877	122.21
01-11-2025	128	Nagarabhavi	10907	252.34
01-11-2025	129	Jnanabharathi ward	13911	332.21
01-11-2025	130	Ullalu	9262	195.59
01-11-2025	131	Nayandanahalli	4382	115.32
01-11-2025	132	Attiguppe	5489	156.6
01-11-2025	133	Hampinagar	3033	75.92
01-11-2025	134	Bapujinagar	4482	117.87
01-11-2025	135	Padarayanapura	2031	69.79
01-11-2025	136	Jagareevanram Nagar	4825	125.34
01-11-2025	137	Rayapuram	3456	77.16
01-11-2025	138	Chalavadipalya	2389	50.5
01-11-2025	139	K.R. Market	2928	53.02
01-11-2025	140	Chamrajpet	4780	162.88
01-11-2025	141	Azadnagar	4030	105.31
01-11-2025	142	Sunkenahalli	2898	64.34
01-11-2025	143	Vishweshrapuram	4742	112.34
01-11-2025	144	Siddapura	4487	115.84
01-11-2025	145	Hombegowdanagar	6552	200.61
01-11-2025	146	Lakkasandra	2835	93.78
01-11-2025	147	Adugodi	3425	109.23
01-11-2025	148	Ejipura	4796	132.09
01-11-2025	149	Varthur	3327	147.6
01-11-2025	150	Bellandur	5554	364.12
01-11-2025	151	Koramangala	7172	303.21
01-11-2025	152	Sudduguntepalya	4078	152.69
01-11-2025	153	Jayanagar	342	7.95
01-11-2025	153	Jayangar	3655	153.22
01-11-2025	154	Basavanagudi	5806	135.71
01-11-2025	155	Hanumanthanagar	4145	86.77
01-11-2025	156	Srinagar	5687	137.87
01-11-2025	157	Gali Anjaneya swamy Temple Ward	5401	123.8
01-11-2025	158	Deepanjali Nagar	2939	75.17
01-11-2025	159	Kengeri	14607	289.01
01-11-2025	160	Rajarajeshwarinagar	16692	440.4
01-11-2025	161	Hosakerehalli	7379	165.86
01-11-2025	162	Girinagar	7747	176.57
01-11-2025	163	Katriguppe	6541	142.62
01-11-2025	164	Vidyapeetha Ward	4761	101.79
01-11-2025	165	Ganeshmandira Ward	4530	112.74
01-11-2025	166	Karisandra	4659	122.42
01-11-2025	167	Yadiyuru	4415	104.71
01-11-2025	168	Pattabhiramnagar	4312	139.63
01-11-2025	169	Byrasandra	3851	112.62
01-11-2025	170	Jayanagar East	3889	99.4
01-11-2025	171	Gurappanapalya	4064	178.53
01-11-2025	172	Madiwala	5600	167.63
01-11-2025	173	Jakkasandra	2857	123.23
01-11-2025	174	HSR Layout	14180	549.58
01-11-2025	175	Bommanahalli	6599	274.75
01-11-2025	176	BTM Layout	7571	265.46
01-11-2025	177	J.P.Nagar	5637	166.17
01-11-2025	178	Sarakki	5626	170.3
01-11-2025	179	Shakambarinagar	3778	108.77
01-11-2025	180	Banashankari Temple Ward	5193	112.85
01-11-2025	181	Kumaraswamy Layout	8418	248.83
01-11-2025	182	Padmanabhanagar	6045	168.61
01-11-2025	183	Chikkallasandra	5191	132.59
01-11-2025	184	Uttarahalli	9449	307.05
01-11-2025	185	Yelachenahalli	6928	178.4
01-11-2025	186	Jaraganahalli	3058	80.39
01-11-2025	187	Puttenahalli	4672	147.36
01-11-2025	188	Bilekahalli	4407	242.97
01-11-2025	189	Hongasandra	8405	351.94
01-11-2025	190	Mangammanapalya	3323	91.68
01-11-2025	191	Singasandra	4302	157.84
01-11-2025	191	Singsandra	1103	43.13
01-11-2025	192	Begur	7187	338.61
01-11-2025	193	Arakere	10080	345.07
01-11-2025	194	Gottigere	4294	97.19
01-11-2025	195	Konanakunte	10255	285.43
01-11-2025	196	Anjanapura	9395	314.53
01-11-2025	197	Vasanthapura	4266	133.8
01-11-2025	198	Hemmigepura	5444	118.42
01-12-2025	1	Kempegowda Ward	4363	108.77
01-12-2025	2	Chowdeshwari Ward	466	56.86
01-12-2025	3	Attur	6610	170.05
01-12-2025	4	Yelahanka Satellite town	7790	368.82
01-12-2025	5	Jakkur	4000	104.34
01-12-2025	6	Thanisandra	4468	71.77
01-12-2025	7	Byatarayanapura	9739	278.9
01-12-2025	8	Kodigehalli	5441	161.8
01-12-2025	9	Vidyaranyapura	12952	279.54
01-12-2025	10	Doddabommasandra	1909	29.32
01-12-2025	11	Kuvempunagar	4595	62.83
01-12-2025	12	Shettyhalli	10004	149.56
01-12-2025	13	Mallasandra	4541	60.65
01-12-2025	14	Bagalagunte	8814	208.79
01-12-2025	14	sidedahalli	1623	37.82
01-12-2025	15	T. Dasarahalli	4591	139.27
01-12-2025	16	Jalahalli	3113	94.69
01-12-2025	17	J.P.Park	5743	124.84
01-12-2025	18	Radhakrishna Temple Ward	5517	95.24
01-12-2025	19	Sanjaynagar	5830	88.93
01-12-2025	20	Ganganagar	3343	68.41
01-12-2025	21	Hebbal	7489	157.48
01-12-2025	22	VishwanathNagenahalli	3289	74.27
01-12-2025	23	Nagavara	9181	182.66
01-12-2025	24	HBR Layout	8202	232.08
01-12-2025	25	Horamavu	14384	119.4
01-12-2025	26	Ramamurthynagar	9555	252.86
01-12-2025	27	Banasawadi	9681	278.4
01-12-2025	28	Kammanahalli	6637	172.53
01-12-2025	29	Kacharakanahalli	4890	127.87
01-12-2025	30	Kadugondanahalli	5165	130.74
01-12-2025	31	Kushalnagar	3143	55.67
01-12-2025	32	Kavalbyrasandra	5587	102.56
01-12-2025	33	Manorayanapalya	2706	59.9
01-12-2025	34	Gangenahalli	2324	48.46
01-12-2025	35	Aramane Nagar	2971	76.83
01-12-2025	36	Mathikere	4153	86.95
01-12-2025	37	Yeshwanthpur	3220	59.42
01-12-2025	38	H.M.T	3679	136.89
01-12-2025	39	Chokkasandra	5827	126.47
01-12-2025	40	Doddabidirakalu	1	0
01-12-2025	41	Peenya Industrial Area	9457	223.06
01-12-2025	42	Lakshmidevinagar	5151	106.71
01-12-2025	43	Nandini Layout	6462	140.07
01-12-2025	44	Marappanahalli	4444	114.06
01-12-2025	45	Malleshwaram	3656	106.15
01-12-2025	46	Jayachamarajendra Nagar	5333	186.94
01-12-2025	47	Devarajeevanahalli	3764	79.26
01-12-2025	48	Muneshwaranagar	2193	35.97
01-12-2025	49	Lingarajapura	5749	94.67
01-12-2025	50	Benniganahalli	5861	378.15
01-12-2025	51	Vijinapura	6321	125.4
01-12-2025	52	K.R.Puram	8923	177.06
01-12-2025	53	Basavanapura	8570	206.72
01-12-2025	54	Hoodi	5288	333.7
01-12-2025	55	Devasandra	3322	81.56
01-12-2025	56	A. Narayanapura	8431	222.25
01-12-2025	57	C.V. Ramannagar	3289	82.23
01-12-2025	58	Hosathippasandra	6024	148.97
01-12-2025	59	Maruthiseva Nagar	5586	152.75
01-12-2025	60	Sagayapuram	4272	93.08
01-12-2025	61	S.K. Garden	2882	77.51
01-12-2025	62	Ramaswamy palya	3128	75.08
01-12-2025	63	Jayamahal	3081	121.62
01-12-2025	64	Rajamahal	3698	88.25
01-12-2025	65	Kadumalleshwara	5613	153.67
01-12-2025	66	Subramanyanagar	4288	117.45
01-12-2025	67	Nagapura	5804	170.04
01-12-2025	68	Mahalakshmipuram	5105	118.75
01-12-2025	69	Laggere	10206	231.43
01-12-2025	70	Rajagopalanagar	8344	186.01
01-12-2025	71	Hegganahalli	8665	225.37
01-12-2025	72	herohalli	11425	219.5
01-12-2025	73	Kottigepalya	8503	191.19
01-12-2025	74	Shakthiganapathi nagar	6108	150.51
01-12-2025	75	Shankaramata	5215	140.99
01-12-2025	76	Gayathrinagar	4379	109.88
01-12-2025	77	Dattathreya Temple	4480	113.2
01-12-2025	78	Pulikeshinagar	3612	117.74
01-12-2025	79	Sarvagnanagar	3431	76.81
01-12-2025	80	Hoysalanagar	5457	148.48
01-12-2025	81	Vignananagar	7152	200.97
